Species*,Exp*,Trt*,IrrDate,IrrAmount
cocoa,KOKOlatl,1,19268,7
cocoa,KOKOlatl,1,19269,7
cocoa,KOKOlatl,1,19270,7
cocoa,KOKOlatl,1,19271,7
cocoa,KOKOlatl,1,19272,7
cocoa,KOKOlatl,1,19273,7
cocoa,KOKOlatl,1,19274,7
cocoa,KOKOlatl,1,19275,7
cocoa,KOKOlatl,1,19276,7
cocoa,KOKOlatl,1,19277,7
cocoa,KOKOlatl,1,19278,7
cocoa,KOKOlatl,1,19279,7
cocoa,KOKOlatl,1,19280,7
cocoa,KOKOlatl,1,19281,7
cocoa,KOKOlatl,1,19282,7
cocoa,KOKOlatl,1,19283,7
cocoa,KOKOlatl,1,19284,7
cocoa,KOKOlatl,1,19285,7
cocoa,KOKOlatl,1,19286,7
cocoa,KOKOlatl,1,19287,7
cocoa,KOKOlatl,1,19288,7
cocoa,KOKOlatl,1,19289,7
cocoa,KOKOlatl,1,19290,7
cocoa,KOKOlatl,1,19291,7
cocoa,KOKOlatl,1,19292,7
cocoa,KOKOlatl,1,19293,7
cocoa,KOKOlatl,1,19294,7
cocoa,KOKOlatl,1,19295,7
cocoa,KOKOlatl,1,19296,7
cocoa,KOKOlatl,1,19297,7
cocoa,KOKOlatl,1,19298,7
cocoa,KOKOlatl,1,19299,7
cocoa,KOKOlatl,1,19300,7
cocoa,KOKOlatl,1,19301,7
cocoa,KOKOlatl,1,19302,7
cocoa,KOKOlatl,1,19303,7
cocoa,KOKOlatl,1,19304,7
cocoa,KOKOlatl,1,19305,7
cocoa,KOKOlatl,1,19306,7
cocoa,KOKOlatl,1,19307,7
cocoa,KOKOlatl,1,19308,7
cocoa,KOKOlatl,1,19309,7
cocoa,KOKOlatl,1,19310,7
cocoa,KOKOlatl,1,19311,7
cocoa,KOKOlatl,1,19312,7
cocoa,KOKOlatl,1,19313,7
cocoa,KOKOlatl,1,19314,7
cocoa,KOKOlatl,1,19315,7
cocoa,KOKOlatl,1,19316,7
cocoa,KOKOlatl,1,19317,7
cocoa,KOKOlatl,1,19318,7
cocoa,KOKOlatl,1,19319,7
cocoa,KOKOlatl,1,19320,7
cocoa,KOKOlatl,1,19321,7
cocoa,KOKOlatl,1,19322,7
cocoa,KOKOlatl,1,19323,7
cocoa,KOKOlatl,1,19324,7
cocoa,KOKOlatl,1,19325,7
cocoa,KOKOlatl,1,19326,7
cocoa,KOKOlatl,1,19327,7
cocoa,KOKOlatl,1,19328,7
cocoa,KOKOlatl,1,19329,7
cocoa,KOKOlatl,1,19330,7
cocoa,KOKOlatl,1,19331,7
cocoa,KOKOlatl,1,19332,7
cocoa,KOKOlatl,1,19333,7
cocoa,KOKOlatl,1,19334,7
cocoa,KOKOlatl,1,19335,7
cocoa,KOKOlatl,1,19336,7
cocoa,KOKOlatl,1,19337,7
cocoa,KOKOlatl,1,19338,7
cocoa,KOKOlatl,1,19339,7
cocoa,KOKOlatl,1,19340,7
cocoa,KOKOlatl,1,19341,7
cocoa,KOKOlatl,1,19342,7
cocoa,KOKOlatl,1,19343,7
cocoa,KOKOlatl,1,19344,7
cocoa,KOKOlatl,1,19345,7
cocoa,KOKOlatl,1,19346,7
cocoa,KOKOlatl,1,19347,7
cocoa,KOKOlatl,1,19348,7
cocoa,KOKOlatl,1,19349,7
cocoa,KOKOlatl,1,19350,7
cocoa,KOKOlatl,1,19351,7
cocoa,KOKOlatl,1,19352,7
cocoa,KOKOlatl,1,19353,7
cocoa,KOKOlatl,1,19354,7
cocoa,KOKOlatl,1,19355,7
cocoa,KOKOlatl,1,19356,7
cocoa,KOKOlatl,1,19357,7
cocoa,KOKOlatl,1,19358,7
cocoa,KOKOlatl,1,19359,7
cocoa,KOKOlatl,1,19360,7
cocoa,KOKOlatl,1,19361,7
