".id","Crop","Exp","Label","Trt","Day","DATE","Tmax","Tmin","Radiation","TT","fSolar","Biomass","dBiomass","HI","Yield","F_Temp","F_Heat","F_Water","ARID","I50B","I50A","ETO","MaturityDay"
"Daily","cocoa","KOKOlatl","Colombia",1,1,2019-07-12,25.74,16.53,20.41,0,0.001,1,0.118746145375,0.4,0.4,0.6959375,1,1,0,200,680,0,2019-11-25
"Daily","cocoa","KOKOlatl","Colombia",1,2,2019-07-13,24.77,16.67,17.45,11.135,0.00118124361743246,1.119,0.115455861536849,0.4,0.448,0.67,1,1,0,200,680,4.43988569957941,2019-11-25
"Daily","cocoa","KOKOlatl","Colombia",1,3,2019-07-14,26.13,16.55,19.78,21.855,0.00131472445744732,1.234,0.15408500566469,0.4,0.494,0.70875,1,1,0,200,680,8.19676054764433,2019-11-25
"Daily","cocoa","KOKOlatl","Colombia",1,4,2019-07-15,24.97,15.65,21.88,33.195,0.00147235172947599,1.388,0.173541700438719,0.4,0.555,0.644375,1,1,0,200,680,12.5199943071691,2019-11-25
"Daily","cocoa","KOKOlatl","Colombia",1,5,2019-07-16,25.01,15.46,15.04,43.505,0.00163197777146483,1.562,0.131261153710823,0.4,0.625,0.6396875,1,1,0,200,680,17.2037715813335,2019-11-25
"Daily","cocoa","KOKOlatl","Colombia",1,6,2019-07-17,25.62,17.29,24.99,53.74,0.00180752321058819,1.693,0.270353207996299,0.4,0.677,0.7159375,1,1,0,200,680,20.4200010745627,2019-11-25
"Daily","cocoa","KOKOlatl","Colombia",1,7,2019-07-18,26.61,15.07,20.93,65.195,0.0020264320179515,1.963,0.240224248854533,0.4,0.785,0.6775,1,1,0,200,680,25.8808984894342,2019-11-25
"Daily","cocoa","KOKOlatl","Colombia",1,8,2019-07-19,26.22,16.06,24.49,76.035,0.00225789378541041,2.204,0.321857607725583,0.4,0.882,0.69625,1,1,0,200,680,30.4283733427813,2019-11-25
"Daily","cocoa","KOKOlatl","Colombia",1,9,2019-07-20,26.41,16.78,21.96,87.175,0.00252326169004757,2.526,0.335700259925399,0.4,1.01,0.7246875,1,1,0,200,680,35.7662355919704,2019-11-25
"Daily","cocoa","KOKOlatl","Colombia",1,10,2019-07-21,26.57,15.38,24.96,98.77,0.00283254585727295,2.861,0.405426707323015,0.4,1.144,0.6859375,1,1,0,200,680,40.5902699929668,2019-11-25
"Daily","cocoa","KOKOlatl","Colombia",1,11,2019-07-22,24.95,17.96,16.31,109.745,0.00316002550062986,3.267,0.308479236006689,0.4,1.307,0.7159375,1,1,0,200,680,46.0239803271905,2019-11-25
"Daily","cocoa","KOKOlatl","Colombia",1,12,2019-07-23,25.28,17.01,17.07,121.2,0.00354212370859214,3.575,0.352098044895676,0.4,1.43,0.6965625,1,1,0,200,680,49.5787834940797,2019-11-25
