Species*,Exp*,Trt*,IrrDate,IrrAmount
wheat,HSCE0701,24,8108,46.3
wheat,HSCE0701,24,8109,5.6
wheat,HSCE0701,24,8116,51.4
wheat,HSCE0701,24,8116,6
wheat,HSCE0701,24,8123,69.8
wheat,HSCE0701,24,8123,8
wheat,HSCE0701,24,8129,64.3
wheat,HSCE0701,24,8130,9.6
wheat,HSCE0701,24,8136,60
wheat,HSCE0701,24,8136,7.5
wheat,HSCE0701,24,8143,57
wheat,HSCE0701,24,8143,7.1
wheat,HSCE0701,24,8150,49.2
wheat,HSCE0701,24,8150,7.7
wheat,HSCE0701,24,8157,68.6
wheat,HSCE0701,25,8073,99.6
wheat,HSCE0701,25,8081,47.8
wheat,HSCE0701,25,8087,20.6
wheat,HSCE0701,25,8087,2.7
wheat,HSCE0701,25,8095,2.6
wheat,HSCE0701,25,8095,25.9
wheat,HSCE0701,25,8101,138.3
wheat,HSCE0701,25,8108,48.8
wheat,HSCE0701,25,8109,5.5
wheat,HSCE0701,25,8116,53.3
wheat,HSCE0701,25,8116,6
wheat,HSCE0701,25,8123,68
wheat,HSCE0701,25,8123,8
wheat,HSCE0701,25,8129,64.4
wheat,HSCE0701,25,8130,9.6
wheat,HSCE0701,25,8136,59.7
wheat,HSCE0701,25,8136,7.1
wheat,HSCE0701,25,8143,57.7
wheat,HSCE0701,25,8143,7.1
wheat,HSCE0701,25,8150,49
wheat,HSCE0701,25,8150,7
wheat,HSCE0701,25,8157,68
wheat,HSCE0701,26,8073,100.3
wheat,HSCE0701,26,8081,47.4
wheat,HSCE0701,26,8087,20.3
wheat,HSCE0701,26,8087,3.3
wheat,HSCE0701,26,8095,25.9
wheat,HSCE0701,26,8095,2.6
wheat,HSCE0701,26,8101,138.3
wheat,HSCE0701,26,8108,48.7
wheat,HSCE0701,26,8109,5.5
wheat,HSCE0701,26,8116,53.3
wheat,HSCE0701,26,8116,6
wheat,HSCE0701,26,8123,67.7
wheat,HSCE0701,26,8123,8
wheat,HSCE0701,26,8129,64.4
wheat,HSCE0701,26,8130,9.6
wheat,HSCE0701,26,8136,59.9
wheat,HSCE0701,26,8136,7.1
wheat,HSCE0701,26,8143,57.2
wheat,HSCE0701,26,8143,7.1
wheat,HSCE0701,26,8150,48.5
wheat,HSCE0701,26,8150,6.9
wheat,HSCE0701,26,8157,68.9
wheat,HSCE0701,27,8122,70.5
wheat,HSCE0701,27,8123,70.5
wheat,HSCE0701,27,8129,99.7
wheat,HSCE0701,27,8136,39.9
wheat,HSCE0701,27,8150,26.3
wheat,HSCE0701,27,8151,12.2
wheat,HSCE0701,27,8157,63.9
wheat,HSCE0701,27,8164,74.8
wheat,HSCE0701,27,8165,99.7
wheat,HSCE0701,27,8178,55.4
wheat,HSCE0701,28,8240,99.7
wheat,HSCE0701,28,8241,59.3
wheat,HSCE0701,28,8247,50.9
wheat,HSCE0701,28,8252,49.9
wheat,HSCE0701,28,8256,63.1
wheat,HSCE0701,28,8263,34.9
wheat,HSCE0701,29,8281,52.1
wheat,HSCE0701,29,8282,10.7
wheat,HSCE0701,29,8283,53.6
wheat,HSCE0701,29,8284,51.1
wheat,HSCE0701,29,8290,52
wheat,HSCE0701,29,8297,39
wheat,HSCE0701,29,8304,31.6
wheat,HSCE0701,29,8311,31.5
wheat,HSCE0701,29,8318,27.2
wheat,HSCE0701,29,8325,30.2
wheat,HSCE0701,29,8333,19.9
wheat,HSCE0701,29,8346,31
wheat,HSCE0701,29,9008,15.2
wheat,HSCE0701,29,9009,30.9
wheat,HSCE0701,29,9023,39.8
wheat,HSCE0701,29,9029,22.3
wheat,HSCE0701,29,9036,24.4
wheat,HSCE0701,29,9050,31.1
wheat,HSCE0701,30,8281,59
wheat,HSCE0701,30,8282,11.8
wheat,HSCE0701,30,8283,56
wheat,HSCE0701,30,8284,39.1
wheat,HSCE0701,30,8290,54.3
wheat,HSCE0701,30,8297,35.8
wheat,HSCE0701,30,8304,29.9
wheat,HSCE0701,30,8311,31.5
wheat,HSCE0701,30,8318,27.3
wheat,HSCE0701,30,8325,28.6
wheat,HSCE0701,30,8333,20
wheat,HSCE0701,30,8346,31
wheat,HSCE0701,30,9009,44
wheat,HSCE0701,30,9023,39.9
wheat,HSCE0701,30,9029,22
wheat,HSCE0701,30,9036,25.4
wheat,HSCE0701,30,9050,31
wheat,HSCE0701,31,8281,63.2
wheat,HSCE0701,31,8282,12.4
wheat,HSCE0701,31,8283,42.7
wheat,HSCE0701,31,8284,48
wheat,HSCE0701,31,8290,51.4
wheat,HSCE0701,31,8297,39.9
wheat,HSCE0701,31,8304,30.8
wheat,HSCE0701,31,8311,31.5
wheat,HSCE0701,31,8318,27.7
wheat,HSCE0701,31,8325,30.7
wheat,HSCE0701,31,8333,20.3
wheat,HSCE0701,31,8346,31
wheat,HSCE0701,31,9009,41.2
wheat,HSCE0701,31,9023,40.5
wheat,HSCE0701,31,9029,22
wheat,HSCE0701,31,9036,26.9
wheat,HSCE0701,31,9050,30.9
wheat,HSCE0701,32,8281,52.1
wheat,HSCE0701,32,8282,10.7
wheat,HSCE0701,32,8283,53.6
wheat,HSCE0701,32,8284,51.1
wheat,HSCE0701,32,8290,52
wheat,HSCE0701,32,8297,39
wheat,HSCE0701,32,8304,31.6
wheat,HSCE0701,32,8304,2.7
wheat,HSCE0701,32,8311,31.5
wheat,HSCE0701,32,8311,2.6
wheat,HSCE0701,32,8318,27.2
wheat,HSCE0701,32,8318,2
wheat,HSCE0701,32,8325,30.2
wheat,HSCE0701,32,8325,1.7
wheat,HSCE0701,32,8333,19.9
wheat,HSCE0701,32,8333,1.8
wheat,HSCE0701,32,8346,31
wheat,HSCE0701,32,8346,2.7
wheat,HSCE0701,32,9008,15.2
wheat,HSCE0701,32,9009,30.9
wheat,HSCE0701,32,9009,1.2
wheat,HSCE0701,32,9022,3.5
wheat,HSCE0701,32,9023,39.8
wheat,HSCE0701,32,9029,22.3
wheat,HSCE0701,32,9029,2
wheat,HSCE0701,32,9036,24.4
wheat,HSCE0701,32,9036,2.2
wheat,HSCE0701,32,9050,31.1
wheat,HSCE0701,32,9050,2.7
wheat,HSCE0701,33,8281,59
wheat,HSCE0701,33,8282,11.8
wheat,HSCE0701,33,8283,56
wheat,HSCE0701,33,8284,39.1
wheat,HSCE0701,33,8290,54.3
wheat,HSCE0701,33,8297,35.8
wheat,HSCE0701,33,8304,3.5
wheat,HSCE0701,33,8304,29.9
wheat,HSCE0701,33,8311,31.5
wheat,HSCE0701,33,8311,2.8
wheat,HSCE0701,33,8318,27.3
wheat,HSCE0701,33,8318,2.2
wheat,HSCE0701,33,8325,28.6
wheat,HSCE0701,33,8325,1.8
wheat,HSCE0701,33,8333,20
wheat,HSCE0701,33,8333,2.3
wheat,HSCE0701,33,8346,31
wheat,HSCE0701,33,8346,3
wheat,HSCE0701,33,9009,44
wheat,HSCE0701,33,9009,1.1
wheat,HSCE0701,33,9022,3.8
wheat,HSCE0701,33,9023,39.9
wheat,HSCE0701,33,9029,22
wheat,HSCE0701,33,9029,2.1
wheat,HSCE0701,33,9036,25.4
wheat,HSCE0701,33,9036,3.1
wheat,HSCE0701,33,9050,31
wheat,HSCE0701,33,9050,3
wheat,HSCE0701,34,8281,63.2
wheat,HSCE0701,34,8282,12.4
wheat,HSCE0701,34,8283,42.7
wheat,HSCE0701,34,8284,48
wheat,HSCE0701,34,8290,51.4
wheat,HSCE0701,34,8297,39.9
wheat,HSCE0701,34,8304,3.2
wheat,HSCE0701,34,8304,30.8
wheat,HSCE0701,34,8311,31.5
wheat,HSCE0701,34,8311,2.8
wheat,HSCE0701,34,8318,27.7
wheat,HSCE0701,34,8318,2.2
wheat,HSCE0701,34,8325,30.7
wheat,HSCE0701,34,8325,2.1
wheat,HSCE0701,34,8333,20.3
wheat,HSCE0701,34,8333,2.1
wheat,HSCE0701,34,8346,31
wheat,HSCE0701,34,8346,2.9
wheat,HSCE0701,34,9009,41.2
wheat,HSCE0701,34,9009,1.3
wheat,HSCE0701,34,9022,3.8
wheat,HSCE0701,34,9023,40.5
wheat,HSCE0701,34,9029,22
wheat,HSCE0701,34,9029,2.2
wheat,HSCE0701,34,9036,26.9
wheat,HSCE0701,34,9036,2.2
wheat,HSCE0701,34,9050,30.9
wheat,HSCE0701,34,9050,3.1
wheat,HSCE0701,35,8304,31.5
wheat,HSCE0701,35,8306,124.4
wheat,HSCE0701,35,8311,103.2
wheat,HSCE0701,35,8318,27.2
wheat,HSCE0701,35,8325,21.1
wheat,HSCE0701,35,8333,20.3
wheat,HSCE0701,35,8346,30.2
wheat,HSCE0701,35,9009,45.8
wheat,HSCE0701,35,9023,31.9
wheat,HSCE0701,35,9029,22.1
wheat,HSCE0701,35,9036,25.1
wheat,HSCE0701,35,9050,35.2
wheat,HSCE0701,35,9057,27.4
wheat,HSCE0701,35,9064,37.5
wheat,HSCE0701,35,9072,34.2
wheat,HSCE0701,35,9078,36.3
wheat,HSCE0701,35,9085,42.6
wheat,HSCE0701,35,9092,37.9
wheat,HSCE0701,35,9099,51.6
wheat,HSCE0701,35,9107,35.9
wheat,HSCE0701,36,8343,139.6
wheat,HSCE0701,36,9012,31.3
wheat,HSCE0701,36,9015,20.2
wheat,HSCE0701,36,9016,12.7
wheat,HSCE0701,36,9022,20.9
wheat,HSCE0701,36,9030,24.3
wheat,HSCE0701,36,9036,24
wheat,HSCE0701,36,9050,35.1
wheat,HSCE0701,36,9057,28.2
wheat,HSCE0701,36,9064,37.1
wheat,HSCE0701,36,9072,35.4
wheat,HSCE0701,36,9078,38
wheat,HSCE0701,36,9085,44.9
wheat,HSCE0701,36,9092,59.4
wheat,HSCE0701,36,9099,52.8
wheat,HSCE0701,36,9106,46.9
wheat,HSCE0701,36,9113,52.7
wheat,HSCE0701,36,9120,53.5
wheat,HSCE0701,37,8343,142
wheat,HSCE0701,37,9012,30
wheat,HSCE0701,37,9015,19.9
wheat,HSCE0701,37,9016,12.4
wheat,HSCE0701,37,9022,20.9
wheat,HSCE0701,37,9030,24.1
wheat,HSCE0701,37,9036,23.9
wheat,HSCE0701,37,9050,35.1
wheat,HSCE0701,37,9057,28.5
wheat,HSCE0701,37,9064,34.5
wheat,HSCE0701,37,9072,38
wheat,HSCE0701,37,9078,38.1
wheat,HSCE0701,37,9085,44.9
wheat,HSCE0701,37,9092,59.5
wheat,HSCE0701,37,9099,53
wheat,HSCE0701,37,9106,46.9
wheat,HSCE0701,37,9113,52.6
wheat,HSCE0701,37,9120,53.8
wheat,HSCE0701,38,8343,139.6
wheat,HSCE0701,38,9012,26.3
wheat,HSCE0701,38,9015,12.8
wheat,HSCE0701,38,9016,12.2
wheat,HSCE0701,38,9022,21
wheat,HSCE0701,38,9030,22.4
wheat,HSCE0701,38,9036,23.8
wheat,HSCE0701,38,9050,35.5
wheat,HSCE0701,38,9057,28.2
wheat,HSCE0701,38,9064,37.1
wheat,HSCE0701,38,9072,35.4
wheat,HSCE0701,38,9078,38
wheat,HSCE0701,38,9085,45.2
wheat,HSCE0701,38,9092,59.4
wheat,HSCE0701,38,9099,52.8
wheat,HSCE0701,38,9106,46.9
wheat,HSCE0701,38,9113,52.6
wheat,HSCE0701,38,9120,52.9
wheat,HSCE0701,39,8343,139.6
wheat,HSCE0701,39,9012,31.3
wheat,HSCE0701,39,9015,20.2
wheat,HSCE0701,39,9015,1.9
wheat,HSCE0701,39,9016,12.7
wheat,HSCE0701,39,9022,20.9
wheat,HSCE0701,39,9022,1.9
wheat,HSCE0701,39,9030,24.3
wheat,HSCE0701,39,9030,2.1
wheat,HSCE0701,39,9036,24
wheat,HSCE0701,39,9036,2.3
wheat,HSCE0701,39,9050,35.1
wheat,HSCE0701,39,9050,3.2
wheat,HSCE0701,39,9057,2.6
wheat,HSCE0701,39,9057,28.2
wheat,HSCE0701,39,9064,37.1
wheat,HSCE0701,39,9064,3.4
wheat,HSCE0701,39,9072,35.4
wheat,HSCE0701,39,9072,3.4
wheat,HSCE0701,39,9078,38
wheat,HSCE0701,39,9078,3.7
wheat,HSCE0701,39,9085,44.9
wheat,HSCE0701,39,9085,4.2
wheat,HSCE0701,39,9092,59.4
wheat,HSCE0701,39,9092,4.6
wheat,HSCE0701,39,9099,52.8
wheat,HSCE0701,39,9099,4.9
wheat,HSCE0701,39,9106,4.3
wheat,HSCE0701,39,9106,46.9
wheat,HSCE0701,39,9113,4.8
wheat,HSCE0701,39,9113,52.7
wheat,HSCE0701,39,9120,53.5
wheat,HSCE0701,40,8343,142
wheat,HSCE0701,40,9012,30
wheat,HSCE0701,40,9015,19.9
wheat,HSCE0701,40,9015,1.9
wheat,HSCE0701,40,9016,12.4
wheat,HSCE0701,40,9022,20.9
wheat,HSCE0701,40,9022,2
wheat,HSCE0701,40,9030,24.1
wheat,HSCE0701,40,9030,2.2
wheat,HSCE0701,40,9036,2.3
wheat,HSCE0701,40,9036,23.9
wheat,HSCE0701,40,9050,35.1
wheat,HSCE0701,40,9050,3.3
wheat,HSCE0701,40,9057,28.5
wheat,HSCE0701,40,9057,2.7
wheat,HSCE0701,40,9064,34.5
wheat,HSCE0701,40,9064,3.5
wheat,HSCE0701,40,9072,38
wheat,HSCE0701,40,9072,3.5
wheat,HSCE0701,40,9078,38.1
wheat,HSCE0701,40,9078,3.8
wheat,HSCE0701,40,9085,44.9
wheat,HSCE0701,40,9085,4.2
wheat,HSCE0701,40,9092,4.7
wheat,HSCE0701,40,9092,59.5
wheat,HSCE0701,40,9099,5
wheat,HSCE0701,40,9099,53
wheat,HSCE0701,40,9106,46.9
wheat,HSCE0701,40,9106,4.4
wheat,HSCE0701,40,9113,52.6
wheat,HSCE0701,40,9113,4.9
wheat,HSCE0701,40,9120,53.8
wheat,HSCE0701,41,8343,139.6
wheat,HSCE0701,41,9012,26.3
wheat,HSCE0701,41,9015,12.8
wheat,HSCE0701,41,9015,1.9
wheat,HSCE0701,41,9016,12.2
wheat,HSCE0701,41,9022,2
wheat,HSCE0701,41,9022,21
wheat,HSCE0701,41,9030,22.4
wheat,HSCE0701,41,9030,2.1
wheat,HSCE0701,41,9036,23.8
wheat,HSCE0701,41,9036,2.2
wheat,HSCE0701,41,9050,35.5
wheat,HSCE0701,41,9050,3.2
wheat,HSCE0701,41,9057,28.2
wheat,HSCE0701,41,9057,2.6
wheat,HSCE0701,41,9064,37.1
wheat,HSCE0701,41,9064,3.4
wheat,HSCE0701,41,9072,35.4
wheat,HSCE0701,41,9072,3.4
wheat,HSCE0701,41,9078,3.7
wheat,HSCE0701,41,9078,38
wheat,HSCE0701,41,9085,4.2
wheat,HSCE0701,41,9085,45.2
wheat,HSCE0701,41,9092,59.4
wheat,HSCE0701,41,9092,4.6
wheat,HSCE0701,41,9099,52.8
wheat,HSCE0701,41,9099,4.9
wheat,HSCE0701,41,9106,46.9
wheat,HSCE0701,41,9106,4.4
wheat,HSCE0701,41,9113,52.6
wheat,HSCE0701,41,9113,4.9
wheat,HSCE0701,41,9120,52.9
wheat,HSCE0701,42,9015,57.9
wheat,HSCE0701,42,9016,46.3
wheat,HSCE0701,42,9019,49.3
wheat,HSCE0701,42,9029,20.4
wheat,HSCE0701,42,9036,20.7
wheat,HSCE0701,42,9050,22.8
wheat,HSCE0701,42,9057,27.2
wheat,HSCE0701,42,9064,36.8
wheat,HSCE0701,42,9072,35.3
wheat,HSCE0701,42,9078,39.4
wheat,HSCE0701,42,9085,45.8
wheat,HSCE0701,42,9092,54.7
wheat,HSCE0701,42,9099,53.9
wheat,HSCE0701,42,9106,49.6
wheat,HSCE0701,42,9113,59.8
wheat,HSCE0701,42,9120,56.1
wheat,HSCE0701,42,9127,65
wheat,FACE92,1,93030,30
wheat,FACE92,1,93031,7
wheat,FACE92,1,93077,17
wheat,FACE92,1,93084,15
wheat,FACE92,1,93095,27
wheat,FACE92,1,93096,4
wheat,FACE92,1,93102,18
wheat,FACE92,1,93107,16
wheat,FACE92,1,93108,6
wheat,FACE92,1,93111,18
wheat,FACE92,1,93116,24
wheat,FACE92,1,93117,6
wheat,FACE92,1,93120,21
wheat,FACE92,1,93125,20.5
wheat,FACE92,1,93130,20.5
wheat,FACE92,1,93131,4.5
wheat,FACE92,1,93134,20.5
wheat,FACE92,2,93030,30
wheat,FACE92,2,93031,7
wheat,FACE92,2,93060,12.5
wheat,FACE92,2,93068,60
wheat,FACE92,2,93077,34
wheat,FACE92,2,93084,50
wheat,FACE92,2,93095,54
wheat,FACE92,2,93096,4
wheat,FACE92,2,93102,47
wheat,FACE92,2,93107,38
wheat,FACE92,2,93108,6
wheat,FACE92,2,93111,36
wheat,FACE92,2,93116,48
wheat,FACE92,2,93117,6
wheat,FACE92,2,93120,42
wheat,FACE92,2,93125,41
wheat,FACE92,2,93130,41
wheat,FACE92,2,93131,4.5
wheat,FACE92,2,93134,41
wheat,FACE95,2,95355,30
wheat,FACE95,2,96030,30
wheat,FACE95,2,96031,25
wheat,FACE95,2,96053,40
wheat,FACE95,2,96065,53
wheat,FACE95,2,96071,65
wheat,FACE95,2,96082,65
wheat,FACE95,2,96090,74
wheat,FACE95,2,96091,62
wheat,FACE95,2,96096,85
wheat,FACE95,2,96101,85
wheat,FACE95,2,96106,80
wheat,FACE95,2,96109,83
wheat,FACE95,2,96113,83
wheat,FACE95,2,96117,82
wheat,FACE95,2,96122,94
wheat,FACE95,2,96127,87
grbean,UFGA0701,1,7074,15.2
grbean,UFGA0701,1,7076,13.2
grbean,UFGA0701,1,7081,5.8
grbean,UFGA0701,1,7085,8.2
grbean,UFGA0701,1,7089,9.7
grbean,UFGA0701,1,7093,9.7
grbean,UFGA0701,1,7102,7.4
grbean,UFGA0701,1,7104,9.1
grbean,UFGA0701,1,7110,9
grbean,UFGA0701,1,7114,11.7
grbean,UFGA0701,1,7117,14.8
grbean,UFGA0701,1,7120,15.3
grbean,UFGA0701,1,7123,15.4
grbean,UFGA0701,1,7126,17.4
grbean,UFGA0701,1,7130,14.9
grbean,UFGA0701,1,7133,21
grbean,UFGA0701,1,7135,3.3
grbean,UFGA0701,1,7140,13.3
grbean,UFGA0701,1,7144,15.2
grbean,UFGA0701,1,7145,7.1
grbean,UFGA0701,1,7150,14.2
tomato,UFBR9401,1,94061,3
tomato,UFBR9401,1,94062,3
tomato,UFBR9401,1,94063,3
tomato,UFBR9401,1,94064,3
tomato,UFBR9401,1,94065,3
tomato,UFBR9401,1,94066,3
tomato,UFBR9401,1,94067,3
tomato,UFBR9401,1,94068,3
tomato,UFBR9401,1,94069,3
tomato,UFBR9401,1,94070,3
tomato,UFBR9401,1,94071,3
tomato,UFBR9401,1,94072,3
tomato,UFBR9401,1,94073,3
tomato,UFBR9401,1,94074,3
tomato,UFBR9401,1,94075,3
tomato,UFBR9401,1,94076,3
tomato,UFBR9401,1,94077,3
tomato,UFBR9401,1,94078,3
tomato,UFBR9401,1,94079,3
tomato,UFBR9401,1,94080,4
tomato,UFBR9401,1,94081,4
tomato,UFBR9401,1,94082,3
tomato,UFBR9401,1,94083,3
tomato,UFBR9401,1,94084,4
tomato,UFBR9401,1,94085,3
tomato,UFBR9401,1,94086,3
tomato,UFBR9401,1,94087,4
tomato,UFBR9401,1,94088,4
tomato,UFBR9401,1,94089,3
tomato,UFBR9401,1,94090,3
tomato,UFBR9401,1,94091,3
tomato,UFBR9401,1,94092,4
tomato,UFBR9401,1,94093,4
tomato,UFBR9401,1,94094,4
tomato,UFBR9401,1,94095,3
tomato,UFBR9401,1,94096,4
tomato,UFBR9401,1,94097,4
tomato,UFBR9401,1,94098,4
tomato,UFBR9401,1,94099,4
tomato,UFBR9401,1,94100,4
tomato,UFBR9401,1,94101,4
tomato,UFBR9401,1,94102,5
tomato,UFBR9401,1,94103,4
tomato,UFBR9401,1,94104,4
tomato,UFBR9401,1,94105,4
tomato,UFBR9401,1,94106,4
tomato,UFBR9401,1,94107,4
tomato,UFBR9401,1,94108,4
tomato,UFBR9401,1,94109,4
tomato,UFBR9401,1,94110,4
tomato,UFBR9401,1,94111,3
tomato,UFBR9401,1,94112,3
tomato,UFBR9401,1,94113,4
tomato,UFBR9401,1,94113,4
tomato,UFBR9401,1,94114,3
tomato,UFBR9401,1,94115,4
tomato,UFBR9401,1,94116,4
tomato,UFBR9401,1,94117,4
tomato,UFBR9401,1,94118,5
tomato,UFBR9401,1,94119,5
tomato,UFBR9401,1,94120,4
tomato,UFBR9401,1,94121,5
tomato,UFBR9401,1,94122,5
tomato,UFBR9401,1,94123,5
tomato,UFBR9401,1,94124,5
tomato,UFBR9401,1,94125,5
tomato,UFBR9401,1,94126,5
tomato,UFBR9401,1,94127,5
tomato,UFBR9401,1,94128,4
tomato,UFBR9401,1,94129,5
tomato,UFBR9401,1,94130,4
tomato,UFBR9401,1,94131,5
tomato,UFBR9401,1,94132,4
tomato,UFBR9401,1,94133,4
tomato,UFBR9401,1,94134,5
tomato,UFBR9401,1,94135,5
tomato,UFBR9401,1,94136,5
tomato,UFBR9401,1,94137,3
tomato,UFBR9401,1,94138,3
tomato,UFBR9401,1,94139,5
tomato,UFBR9401,1,94140,4
tomato,UFBR9401,1,94141,5
tomato,UFBR9401,1,94142,5
tomato,UFBR9401,1,94143,5
tomato,UFBR9401,1,94144,5
tomato,UFBR9401,1,94145,5
tomato,UFBR9401,1,94146,5
tomato,UFBR9401,1,94147,5
tomato,UFBR9401,1,94148,5
tomato,UFBR9401,1,94149,4
tomato,UFBR9401,1,94150,4
tomato,UFBR9401,1,94151,5
tomato,UFBR9401,1,94152,5
tomato,UFBR9401,1,94153,3
tomato,UFBR9401,1,94154,2
tomato,UFBR9401,1,94155,2
tomato,UFBR9401,1,94156,4
tomato,UFBR9401,1,94157,4
tomato,UFBR9401,1,94158,3
tomato,UFBR9401,1,94159,3
tomato,UFBR9401,1,94160,5
tomato,UFBR9401,1,94161,5
tomato,UFBR9401,1,94162,5
tomato,UFBR9401,1,94163,6
tomato,UFBR9401,1,94164,6
tomato,UFBR9401,1,94165,4
tomato,UFBR9401,1,94166,6
tomato,UFBR9401,1,94167,6
tomato,UFBR9401,1,94168,6
tomato,UFBR9401,1,94169,6
tomato,UFBR9401,1,94160,6
tomato,UFBR9401,1,94161,6
tomato,UFBR9401,1,94162,6
tomato,UFBR9401,1,94163,6
tomato,UFBR9401,1,94164,6
tomato,UFBR9401,1,94165,6
tomato,UFBR9401,1,94166,6
tomato,UFBR9401,1,94167,6
tomato,UFBR9401,1,94168,6
tomato,UFBR9401,1,94169,5
tomato,UFBR9401,1,94170,5
tomato,UFBR9401,1,94171,5
tomato,UFBR9401,1,94172,5
tomato,UFBR9401,1,94173,5
tomato,UFBR9401,1,94174,5
tomato,UFBR9401,1,94175,5
tomato,UFGA9601,1,96075,3.3
tomato,UFGA9601,1,96076,3.3
tomato,UFGA9601,1,96077,3.3
tomato,UFGA9601,1,96078,0.9
tomato,UFGA9601,1,96079,0.9
tomato,UFGA9601,1,96080,0.9
tomato,UFGA9601,1,96081,0.2
tomato,UFGA9601,1,96082,0.2
tomato,UFGA9601,1,96083,0.1
tomato,UFGA9601,1,96084,0.1
tomato,UFGA9601,1,96085,1.2
tomato,UFGA9601,1,96086,0
tomato,UFGA9601,1,96087,0
tomato,UFGA9601,1,96088,0
tomato,UFGA9601,1,96089,0
tomato,UFGA9601,1,96090,0
tomato,UFGA9601,1,96091,0
tomato,UFGA9601,1,96092,0
tomato,UFGA9601,1,96093,0
tomato,UFGA9601,1,96094,0
tomato,UFGA9601,1,96095,1.1
tomato,UFGA9601,1,96096,0
tomato,UFGA9601,1,96097,0
tomato,UFGA9601,1,96098,0
tomato,UFGA9601,1,96099,0
tomato,UFGA9601,1,96100,0
tomato,UFGA9601,1,96101,0
tomato,UFGA9601,1,96102,0
tomato,UFGA9601,1,96104,0
tomato,UFGA9601,1,96105,0
tomato,UFGA9601,1,96106,0
tomato,UFGA9601,1,96107,0
tomato,UFGA9601,1,96108,0
tomato,UFGA9601,1,96109,1.1
tomato,UFGA9601,1,96110,0.1
tomato,UFGA9601,1,96111,1.2
tomato,UFGA9601,1,96112,1.2
tomato,UFGA9601,1,96113,1.2
tomato,UFGA9601,1,96114,0.3
tomato,UFGA9601,1,96115,0.3
tomato,UFGA9601,1,96116,1.1
tomato,UFGA9601,1,96117,1.9
tomato,UFGA9601,1,96118,0.9
tomato,UFGA9601,1,96119,0.9
tomato,UFGA9601,1,96120,0.9
tomato,UFGA9601,1,96121,0.9
tomato,UFGA9601,1,96122,0
tomato,UFGA9601,1,96123,1.2
tomato,UFGA9601,1,96124,1.9
tomato,UFGA9601,1,96125,3.2
tomato,UFGA9601,1,96126,3.2
tomato,UFGA9601,1,96127,3.2
tomato,UFGA9601,1,96128,14.9
tomato,UFGA9601,1,96129,14.9
tomato,UFGA9601,1,96130,4.9
tomato,UFGA9601,1,96131,7.3
tomato,UFGA9601,1,96132,5.7
tomato,UFGA9601,1,96133,1.5
tomato,UFGA9601,1,96134,1.5
tomato,UFGA9601,1,96135,6.7
tomato,UFGA9601,1,96136,1.1
tomato,UFGA9601,1,96137,2.4
tomato,UFGA9601,1,96138,6.2
tomato,UFGA9601,1,96139,3.8
tomato,UFGA9601,1,96140,3.8
tomato,UFGA9601,1,96141,2.3
tomato,UFGA9601,1,96142,2.3
tomato,UFGA9601,1,96143,2.3
tomato,UFGA9601,1,96144,1.1
tomato,UFGA9601,1,96145,6.6
tomato,UFGA9601,1,96146,2.6
tomato,UFGA9601,1,96147,2.6
tomato,UFGA9601,1,96148,2.6
tomato,UFGA9601,1,96149,2.6
tomato,UFGA9601,1,96150,7.1
tomato,UFGA9601,1,96151,1.1
tomato,UFGA9601,1,96152,5.9
tomato,UFGA9601,1,96153,5.9
tomato,UFGA9601,1,96154,5.9
tomato,UFGA9601,1,96155,5.9
tomato,UFGA9601,1,96156,5.9
tomato,UFGA9601,1,96157,3.9
tomato,UFGA9601,1,96158,3.9
tomato,UFGA9601,1,96159,3.9
tomato,UFGA9601,1,96160,15.7
tomato,UFGA9601,1,96161,3
tomato,UFGA9601,1,96162,3.3
tomato,UFGA9601,1,96163,4.6
tomato,UFGA9601,1,96164,4.6
tomato,UFGA9601,1,96165,3.7
tomato,UFGA9601,1,96166,3.7
tomato,UFGA9601,1,96167,3.7
tomato,UFGA9601,1,96168,4.9
tomato,UFGA9601,1,96169,4.9
tomato,UFGA9601,1,96170,3.7
tomato,UFGA9601,1,96171,4.5
tomato,UFGA9601,1,96172,4.4
peanut,UFGA8401,1,84163,25
peanut,UFGA8401,1,84164,12
peanut,UFGA8401,1,84166,12
peanut,UFGA8401,1,84190,17
peanut,UFGA8401,1,84208,18
peanut,UFGA8401,1,84220,18
peanut,UFGA8401,1,84224,17
peanut,UFGA8401,1,84243,21
peanut,UFGA8401,1,84248,27
peanut,UFGA8401,1,84255,22
peanut,UFGA8401,1,84261,25
peanut,UFGA8401,1,84268,40
peanut,UFGA8401,1,84271,29
peanut,UFGA8401,1,84277,28
peanut,UFGA8401,1,84289,33
peanut,UFGA8401,1,84295,21
cotton,AZMC8901,1,89100,10
cotton,AZMC8901,1,89114,43
cotton,AZMC8901,1,89118,43
cotton,AZMC8901,1,89121,34
cotton,AZMC8901,1,89125,47
cotton,AZMC8901,1,89129,43
cotton,AZMC8901,1,89131,30
cotton,AZMC8901,1,89139,73
cotton,AZMC8901,1,89145,30
cotton,AZMC8901,1,89156,52
cotton,AZMC8901,1,89163,43
cotton,AZMC8901,1,89178,60
cotton,AZMC8901,1,89180,13
cotton,AZMC8901,1,89182,47
cotton,AZMC8901,1,89185,26
cotton,AZMC8901,1,89188,26
cotton,AZMC8901,1,89192,34
cotton,AZMC8901,1,89196,60
cotton,AZMC8901,1,89199,56
cotton,AZMC8901,1,89200,13
cotton,AZMC8901,1,89201,34
