".id","Crop","Exp","Label","Trt","Day","DATE","Tmax","Tmin","Radiation","TT","fSolar","Biomass","dBiomass","HI","Yield","F_Temp","F_Heat","F_Water","ARID","I50B","I50A","ETO","MaturityDay"
"Daily","cocoacl","KOKOcaldas","Caldas-6",5,1,2020-03-20,19.76,13.08,10.08,0,0.001,1,0.025359642,0.3,0.3,0.40125,1,1,0,200,680,0,2021-01-01
"Daily","cocoacl","KOKOcaldas","Caldas-6",5,2,2020-03-21,21.58,10.5,17.83,6.42,0.00112690514382179,1.025,0.047557958242945,0.3,0.307,0.3775,1,1,0,200,680,1.97938553659685,2021-01-01
"Daily","cocoacl","KOKOcaldas","Caldas-6",5,3,2020-03-22,22.92,10.95,23.43,12.46,0.00119697939414443,1.073,0.0762171993544709,0.3,0.322,0.4334375,1,1,0,200,680,5.48517817986185,2021-01-01
"Daily","cocoacl","KOKOcaldas","Caldas-6",5,4,2020-03-23,21.95,11.08,19.69,19.395,0.00128281994314004,1.149,0.0644871817129382,0.3,0.345,0.4071875,1,1,0,200,680,10.190292238681,2021-01-01
"Daily","cocoacl","KOKOcaldas","Caldas-6",5,5,2020-03-24,20.72,13.75,9.83,25.91,0.0013690537885745,1.214,0.0381557612705373,0.3,0.364,0.4521875,1,1,0,200,680,14.0998917334041,2021-01-01
"Daily","cocoacl","KOKOcaldas","Caldas-6",5,6,2020-03-25,20.3,14.17,19.12,33.145,0.00147161687772774,1.252,0.0797753542890902,0.3,0.376,0.4521875,1,1,0,200,680,16.0655344343909,2021-01-01
"Daily","cocoacl","KOKOcaldas","Caldas-6",5,7,2020-03-26,21.28,12.58,17.62,40.38,0.00158185070013062,1.332,0.0756923846932857,0.3,0.4,0.433125,1,1,0,200,680,19.8819964227091,2021-01-01
"Daily","cocoacl","KOKOcaldas","Caldas-6",5,8,2020-03-27,23.05,13.64,20.6,47.31,0.00169515810496032,1.407,0.114196115191926,0.3,0.422,0.5215625,1,1,0,200,680,23.3954462439585,2021-01-01
"Daily","cocoacl","KOKOcaldas","Caldas-6",5,9,2020-03-28,22.54,11.92,19.84,55.655,0.00184240305914724,1.521,0.103564799649785,0.3,0.456,0.451875,1,1,0,200,680,27.6335389128107,2021-01-01
"Daily","cocoacl","KOKOcaldas","Caldas-6",5,10,2020-03-29,21.48,14.55,14.38,62.885,0.00198025441863217,1.625,0.0894398293542876,0.3,0.488,0.5009375,1,1,0,200,680,31.6312494688744,2021-01-01
"Daily","cocoacl","KOKOcaldas","Caldas-6",5,11,2020-03-30,21.44,13.97,13.4,70.9,0.00214513266083551,1.714,0.0867918918246682,0.3,0.514,0.4815625,1,1,0,200,680,34.5542715414,2021-01-01
"Daily","cocoacl","KOKOcaldas","Caldas-6",5,12,2020-03-31,20.82,14.83,15.29,78.605,0.0023165304107194,1.801,0.108611896145395,0.3,0.54,0.4890625,1,1,0,200,680,37.263473109524,2021-01-01
"Daily","cocoacl","KOKOcaldas","Caldas-6",5,13,2020-04-01,20.38,14.09,11.8,86.43,0.00250458261628981,1.91,0.0837921748601372,0.3,0.573,0.4521875,1,1,0,200,680,40.3529693110258,2021-01-01
"Daily","cocoacl","KOKOcaldas","Caldas-6",5,14,2020-04-02,23.69,13.9,18.72,93.665,0.00269197279703001,1.994,0.173684040311037,0.3,0.598,0.5496875,1,1,0,200,680,42.7091216129358,2021-01-01
"Daily","cocoacl","KOKOcaldas","Caldas-6",5,15,2020-04-03,23.49,14.4,19.56,102.46,0.00293868979070622,2.167,0.201488608556865,0.3,0.65,0.5590625,1,1,0,200,680,46.5993600143346,2021-01-01
"Daily","cocoacl","KOKOcaldas","Caldas-6",5,16,2020-04-04,23.9,13.07,18.02,111.405,0.0032127408520062,2.369,0.192499624691145,0.3,0.711,0.5303125,1,1,0,200,680,50.6708275546402,2021-01-01
"Daily","cocoacl","KOKOcaldas","Caldas-6",5,17,2020-04-05,22.83,15.27,18.17,119.89,0.0034961941516197,2.561,0.225292433809187,0.3,0.768,0.565625,1,1,0,200,680,54.3997813721144,2021-01-01
"Daily","cocoacl","KOKOcaldas","Caldas-6",5,18,2020-04-06,21.09,14.54,15.98,128.94,0.00382602520130263,2.787,0.187241081882383,0.3,0.836,0.4884375,1,1,0,200,680,58.1782005866361,2021-01-01
"Daily","cocoacl","KOKOcaldas","Caldas-6",5,19,2020-04-07,22.98,14.12,19.52,136.755,0.00413566916659196,2.974,0.270482565031039,0.3,0.892,0.534375,1,1,0,200,680,61.4102500969234,2021-01-01
"Daily","cocoacl","KOKOcaldas","Caldas-6",5,20,2020-04-08,23.33,13.31,19.74,145.305,0.00450307562341786,3.244,0.289819280033558,0.3,0.973,0.52,1,1,0,200,680,65.4386268591745,2021-01-01
"Daily","cocoacl","KOKOcaldas","Caldas-6",5,21,2020-04-09,20.96,13.37,15.39,153.625,0.00489174687820818,3.534,0.211381195242243,0.3,1.06,0.4478125,1,1,0,200,680,69.5028172768477,2021-01-01
"Daily","cocoacl","KOKOcaldas","Caldas-6",5,22,2020-04-10,22.98,13.23,14.85,160.79,0.00525309311679976,3.746,0.247766240012062,0.3,1.124,0.5065625,1,1,0,200,680,72.5797333053451,2021-01-01
"Daily","cocoacl","KOKOcaldas","Caldas-6",5,23,2020-04-11,21.75,14.25,12.31,168.895,0.0056939279916332,3.993,0.21973921496391,0.3,1.198,0.5,1,1,0,200,680,75.6218292760444,2021-01-01
