YEAR,MO,DY,SRAD,WS10M,T,T2MDEW,T2M_MAX,T2M_MIN,rain,RH,date
2018,2,6,3,1,24.62,15.82,30.98,19.65,0,61.06,06 February 2018
2018,2,7,2.39,1.2,23.33,16.55,28.9,19.28,0,67.62,07 February 2018
2018,2,8,3.21,1.1,24.19,14.91,30.66,18.67,0,58.62,08 February 2018
2018,2,9,2.6,0.99,24.05,16.88,29.98,19.14,0,66.25,09 February 2018
2018,2,10,2.86,1.42,24.27,17.2,30.09,20,0,66.56,10 February 2018
2018,2,11,2.84,1.38,24.3,17.44,29.39,20.5,0,67.25,11 February 2018
2018,2,12,1.77,1.38,24.42,17.1,29.94,20.41,0,65.81,12 February 2018
2018,2,13,1.61,1.14,23.69,15.01,28.76,19.74,0,60.75,13 February 2018
2018,2,14,2.39,1.26,24.17,15.12,29.73,19.43,0,59.31,14 February 2018
2018,2,15,2.23,1.55,23.9,16.95,28.98,20.05,0,66.56,15 February 2018
2018,2,16,2.25,1.59,24.16,17.08,29.88,19.69,0,66.81,16 February 2018
2018,2,17,2.02,1.4,23.3,17.4,27.58,20.34,0,70.75,17 February 2018
2018,2,18,1.73,1.19,22.8,16.87,27.58,19.72,0,70.81,18 February 2018
2018,2,19,2.89,1.09,23.79,15.28,29.94,19.31,0,61.69,19 February 2018
2018,2,20,3.15,0.98,24.26,13.61,30.74,18.87,0,54.06,20 February 2018
2018,2,21,2.68,1.31,23.75,14.78,29.83,18.23,0,59.38,21 February 2018
2018,2,22,2.77,1.4,23.57,15.58,29.77,18.71,0,62.94,22 February 2018
2018,2,23,2.31,1.38,23.71,16.01,29.24,19.44,0,63.94,23 February 2018
2018,2,24,2.38,1.13,23.82,16.4,29.4,20.34,0,65.5,24 February 2018
2018,2,25,2.59,1.15,23.83,16.89,28.84,19.83,0,67.38,25 February 2018
2018,2,26,2.44,1.06,24.81,16.34,30.62,20.25,0,61.5,26 February 2018
2018,2,27,2.7,1.23,25.74,16.25,31.18,21.86,0,57.94,27 February 2018
2018,2,28,2.38,1.28,26.19,16.65,32.22,21.22,0,58.44,28 February 2018
2018,3,1,2.63,1.27,26.05,16.06,31.37,21.37,0,56.75,01 March 2018
2018,3,2,2.23,1.13,25.22,16.53,30.28,21.93,15.82,60.5,02 March 2018
2018,3,3,2.22,1.48,24.35,18.12,29.86,20.56,5.27,71.12,03 March 2018
2018,3,4,2.01,1.27,25.76,18.48,31.89,20.66,0,67.06,04 March 2018
2018,3,5,1.17,1.07,23.95,20.3,28.87,21.6,21.09,81.81,05 March 2018
2018,3,6,1.6,1.07,22.01,19.93,24.09,20.01,5.27,88.88,06 March 2018
2018,3,7,2.45,1.38,23.53,19.3,28.78,19.47,0,78.81,07 March 2018
2018,3,8,1.75,1.43,24.09,20.19,28.39,20.68,0,80.19,08 March 2018
2018,3,9,2.8,1.46,24.62,19.06,30.31,20.36,0,74.06,09 March 2018
2018,3,10,3.01,1.41,24.77,18.39,30.52,20.54,0,69.69,10 March 2018
2018,3,11,2.89,1.22,24.95,18.7,30.55,20.12,0,70.38,11 March 2018
2018,3,12,2.84,1.35,25.23,18.55,31.2,20.65,0,69.19,12 March 2018
2018,3,13,3.01,1.09,25.63,19.45,31.31,21.14,0,70.56,13 March 2018
2018,3,14,3.03,1.58,25.7,19.69,30.62,22.65,0,71.25,14 March 2018
2018,3,15,3.04,1.15,25.79,18.77,31.51,21.62,5.27,68.12,15 March 2018
2018,3,16,2.94,1.23,25.45,15.8,31.97,20.21,0,60.19,16 March 2018
2018,3,17,3.19,1.45,26.28,15.9,32.51,20.82,0,54.38,17 March 2018
2018,3,18,2.72,1.4,24.6,18.87,29.25,21.9,5.27,72,18 March 2018
2018,3,19,2.44,1.39,24.83,18.21,30.39,20.6,0,69.5,19 March 2018
2018,3,20,2.97,1.46,25.76,16.26,31.87,20.45,0,59,20 March 2018
2018,3,21,2.53,1.53,25.2,16.65,30.75,21.05,0,61.31,21 March 2018
2018,3,22,2.61,1.25,23.38,19.87,26.66,21.02,21.09,81.56,22 March 2018
2018,3,23,2.14,1.67,24.15,18.87,29.4,20.37,5.27,74.31,23 March 2018
2018,3,24,2.46,1.27,23.49,17.79,27.8,20.86,0,72.19,24 March 2018
2018,3,25,2.85,1.47,24.76,15.86,30.6,20.35,0,59.69,25 March 2018
2018,3,26,2.49,1.48,24.97,18.07,30.15,20.07,0,67.5,26 March 2018
2018,3,27,1.85,1.4,24.55,19.85,29.04,21.6,5.27,76.69,27 March 2018
2018,3,28,0.83,1.33,23.03,20.43,26.97,20.98,5.27,86.56,28 March 2018
2018,3,29,1.69,1.32,23.86,19.71,28.12,20.37,5.27,79.31,29 March 2018
2018,3,30,1.25,1.45,23.23,19.76,26.98,20.78,10.55,82.12,30 March 2018
2018,3,31,1.24,1.35,23.9,19.79,28.69,20.85,5.27,79.38,31 March 2018
2018,4,1,2,1.38,24.42,19.05,28.55,20.55,0,73.75,01 April 2018
2018,4,2,2.06,1.27,24.28,18.79,29.66,20.38,5.27,73.88,02 April 2018
2018,4,3,2.36,1.44,24.62,18.37,29.52,19.94,0,70.75,03 April 2018
2018,4,4,1.05,1.22,23.82,19.86,27.99,20.69,5.27,79.94,04 April 2018
2018,4,5,1.71,1.14,22.83,20.39,26.13,20.69,31.64,87.12,05 April 2018
2018,4,6,1.39,1.05,22.59,19.59,25.58,20.42,15.82,84.19,06 April 2018
2018,4,7,1.68,1.52,23.75,19.17,28.42,20.01,0,77.25,07 April 2018
2018,4,8,1.55,1.59,24.38,18.82,29.42,19.88,0,73.19,08 April 2018
2018,4,9,1.7,1.61,24.22,19.55,28.58,20.94,0,76.56,09 April 2018
2018,4,10,0.87,1.45,23.51,19.88,27.41,20.34,0,81.38,10 April 2018
2018,4,11,1.89,1.55,23.18,20.13,26.54,20.59,10.55,84.06,11 April 2018
2018,4,12,2.13,1.34,23.33,20.15,27.28,19.92,5.27,83.56,12 April 2018
2018,4,13,1.61,1.47,23.62,20.55,28.36,21.02,5.27,84.62,13 April 2018
2018,4,14,1.67,1.66,23.76,20.04,27.9,20.79,0,80.88,14 April 2018
2018,4,15,1.7,1.76,24.46,20.22,29.64,20.94,0,79.38,15 April 2018
2018,4,16,2.53,1.8,23.94,21.05,27.96,21.05,0,85.31,16 April 2018
2018,4,17,1.73,1.35,23.73,21.06,27.61,21.07,15.82,86.75,17 April 2018
2018,4,18,2.05,1.55,23.38,21.01,27.05,20.76,10.55,88.06,18 April 2018
2018,4,19,1.75,1.27,22.06,20.78,24.94,20.13,10.55,93.31,19 April 2018
2018,4,20,2.43,1.27,22.92,18.67,27.76,18.72,0,79.12,20 April 2018
2018,4,21,2.34,1.4,23.73,19.47,27.2,20.97,0,78.25,21 April 2018
2018,4,22,1.24,1.37,22.84,20.29,26.41,20.36,5.27,86.69,22 April 2018
2018,4,23,2.93,1.3,23.74,19.39,29.03,19.46,5.27,79.56,23 April 2018
2018,4,24,2.4,1.39,24.37,20.2,29.41,20.65,5.27,79.94,24 April 2018
2018,4,25,2.17,1.46,24.57,20.31,29.58,20.9,0,80.06,25 April 2018
2018,4,26,1.85,1.46,24.41,20.92,29.09,20.77,5.27,83.06,26 April 2018
2018,4,27,1.88,1.27,23.94,21.11,27.71,20.98,5.27,86,27 April 2018
2018,4,28,2.52,1.05,22.83,19.6,26.32,20.26,0,83.69,28 April 2018
2018,4,29,1.74,1.3,24.21,19.73,29.32,20.14,0,77.81,29 April 2018
2018,4,30,1.73,1.17,24.4,21.38,28.43,21.15,0,84.81,30 April 2018
2018,5,1,1.8,1.4,23.35,21.83,25.66,21.23,10.55,91.88,01 May 2018
2018,5,2,2.58,1.67,23.93,20.84,28.13,20.81,0,84.56,02 May 2018
2018,5,3,2.33,1.66,23.92,21.51,27.46,21.29,5.27,87.69,03 May 2018
2018,5,4,2.51,1.26,22.69,21.26,24.93,21.21,0,92.31,04 May 2018
2018,5,5,2,0.66,22.46,19.91,25.34,20.55,0,86.81,05 May 2018
2018,5,6,1.87,1.15,22.99,20.37,26.69,19.93,21.09,86.81,06 May 2018
2018,5,7,2.34,1.27,23.61,20.72,27.49,20.57,10.55,85.38,07 May 2018
2018,5,8,1.27,0.86,22.93,20.68,26.56,19.9,15.82,88.56,08 May 2018
2018,5,9,2.2,0.89,22.9,20.95,26.23,20.55,10.55,90,09 May 2018
2018,5,10,1.92,0.92,23.62,21.36,27.52,21.11,10.55,88.69,10 May 2018
2018,5,11,1.3,0.92,22.95,21.55,25.32,21.28,21.09,92.69,11 May 2018
2018,5,12,2.07,1.34,23.05,21.71,25.62,20.86,21.09,92.88,12 May 2018
2018,5,13,1.88,0.97,23.08,21.34,25.88,20.77,10.55,90.94,13 May 2018
2018,5,14,1.92,0.89,22.96,21.12,25.71,21.26,10.55,90.62,14 May 2018
2018,5,15,1.18,1.16,22.18,20.86,24.83,20.27,10.55,93.06,15 May 2018
2018,5,16,2.99,1.27,22.81,19.69,27.24,18.81,0,84.69,16 May 2018
2018,5,17,2.97,1.36,23.32,20.83,27.32,19.97,0,87.5,17 May 2018
2018,5,18,2.31,1.16,23.53,21.32,27.3,21.1,5.27,88.75,18 May 2018
2018,5,19,2.34,0.86,22.81,20.75,26.32,20.22,5.27,89.56,19 May 2018
2018,5,20,1.67,1.32,23.1,21.48,25.99,20.65,10.55,91.56,20 May 2018
2018,5,21,1.83,0.88,22.46,20.75,25.23,20.89,0,91.38,21 May 2018
2018,5,22,2.59,1.14,23.24,21.01,26.82,20.17,0,88.5,22 May 2018
2018,5,23,1.77,1.06,22.51,21.05,24.83,20.8,10.55,92.44,23 May 2018
2018,5,24,2.06,0.98,22.73,20.94,25.67,20.76,5.27,90.75,24 May 2018
2018,5,25,2.13,0.99,22.44,20.85,25.42,20.16,15.82,91.81,25 May 2018
2018,5,26,2.08,1.09,22.8,20.83,25.91,20.4,5.27,89.75,26 May 2018
2018,5,27,2.42,1.15,23.34,21.55,26.4,20.92,5.27,90.88,27 May 2018
2018,5,28,1.04,0.92,22.19,20.9,24.33,20.39,10.55,93.31,28 May 2018
2018,5,29,1.71,1.02,22.18,20.17,25.37,20.23,5.27,89.31,29 May 2018
2018,5,30,2.6,1.12,23.3,20.33,26.8,20.13,5.27,84.56,30 May 2018
2018,5,31,2.55,1.08,23.07,21.32,26.27,20.76,0,90.94,31 May 2018
2018,6,1,1.92,1.04,22.77,20.99,25.54,20.08,0,90.56,01 June 2018
2018,6,2,1.4,0.95,22.57,20.92,25.17,20.77,5.27,91.38,02 June 2018
2018,6,3,2.22,0.98,22.49,20.59,25.43,20.1,0,90,03 June 2018
2018,6,4,2.54,1.12,22.51,20.59,25.2,20.38,0,90,04 June 2018
2018,6,5,1.52,1.12,22.76,20.19,26.33,20.92,0,86.75,05 June 2018
2018,6,6,2.69,1.12,22.62,19.97,26.15,19.43,0,86.38,06 June 2018
2018,6,7,2.1,0.9,23.1,20.15,26.91,20.3,0,85.25,07 June 2018
2018,6,8,1.52,1.45,23.08,20.85,26.15,20.27,0,88.25,08 June 2018
2018,6,9,1.89,1.06,22.69,20.9,25.43,21.15,0,90.56,09 June 2018
2018,6,10,1.53,1.08,22.2,20.67,25.37,20.05,10.55,91.88,10 June 2018
2018,6,11,1.63,1.12,22.43,20.37,27.01,19.32,10.55,89.56,11 June 2018
2018,6,12,2.73,1.18,22.63,19.51,26.8,19.32,5.27,84.06,12 June 2018
2018,6,13,0.91,1.02,22.03,19.73,25.77,19.29,21.09,87.94,13 June 2018
2018,6,14,1.77,1.18,21.47,20.39,23.4,19.9,10.55,94.31,14 June 2018
2018,6,15,2.12,1.02,22.07,20.09,25.36,19.33,5.27,89.62,15 June 2018
2018,6,16,1.93,1.09,22.51,20.87,25.94,20.05,5.27,91.5,16 June 2018
2018,6,17,1.89,1.6,23.2,20.84,26.77,20.25,0,87.94,17 June 2018
2018,6,18,2.25,1.34,22.92,20.59,26.24,20.12,0,88.19,18 June 2018
2018,6,19,2.06,1.45,22.8,20.47,26.43,20.07,0,88.06,19 June 2018
2018,6,20,2.22,1.29,22.83,19.82,26.8,19.65,0,84.81,20 June 2018
2018,6,21,2.55,1.12,23.12,20.58,27.02,20.47,0,87.31,21 June 2018
2018,6,22,2.31,0.97,22.65,20.83,26.1,20.05,21.09,90.75,22 June 2018
2018,6,23,2.92,0.98,22.17,19.18,25.86,19.08,5.27,85,23 June 2018
2018,6,24,1.2,1.04,21.01,19.53,23.19,19.2,26.37,92.06,24 June 2018
2018,6,25,1.88,1.12,20.3,18.91,23.6,17.3,5.27,92.69,25 June 2018
2018,6,26,1.88,1.15,21.15,18.42,25.23,17.53,0,86.06,26 June 2018
2018,6,27,1.95,0.9,21.11,18.8,24.69,18.52,5.27,87.94,27 June 2018
2018,6,28,1.51,1.11,21.04,19.05,24.62,18.08,0,89.31,28 June 2018
2018,6,29,1.85,0.99,21.4,18,24.92,18.81,0,81.81,29 June 2018
2018,6,30,0.88,0.97,21.77,18.33,24.95,19.13,0,81.69,30 June 2018
2018,7,1,2.03,0.9,21.52,17.86,24.68,19.01,0,80.81,01 July 2018
2018,7,2,2.17,1.18,21.45,19.73,23.71,19.31,5.27,90.62,02 July 2018
2018,7,3,2.12,1.01,22.05,20.12,25.76,19.03,0,90,03 July 2018
2018,7,4,2.18,1.14,21.81,18.98,25.26,19.19,5.27,85.31,04 July 2018
2018,7,5,1.84,0.99,21.65,19.61,25.01,19,15.82,89.38,05 July 2018
2018,7,6,2.17,1.17,21.76,18.94,25.94,18.05,0,85.75,06 July 2018
2018,7,7,2.2,1.16,22.35,19.05,26.78,18.24,0,83.19,07 July 2018
2018,7,8,1.91,1.11,23.06,18.67,27.18,19.53,0,77.81,08 July 2018
2018,7,9,2.61,1.01,22.44,20.6,24.57,20.84,15.82,90.06,09 July 2018
2018,7,10,1.13,1.32,21.51,20.15,24.72,19.2,26.37,92.94,10 July 2018
2018,7,11,1.99,1.34,21.8,19.61,25.64,18.33,5.27,88.75,11 July 2018
2018,7,12,2.06,1.08,22.58,20.35,26.75,19.36,0,88.81,12 July 2018
2018,7,13,1.77,0.71,21.8,20.02,24.51,19.87,5.27,91,13 July 2018
2018,7,14,2.33,1.16,22.13,19.7,25.94,18.4,0,87.81,14 July 2018
2018,7,15,2.61,1.17,22.23,19.47,25.8,19.33,0,85.69,15 July 2018
2018,7,16,2.02,1.16,23,21.18,25.99,20.26,0,90.44,16 July 2018
2018,7,17,1.08,0.93,22.04,20.65,24.32,19.43,10.55,92.69,17 July 2018
2018,7,18,2.02,1.09,21.99,20.09,25.75,18.98,5.27,90.12,18 July 2018
2018,7,19,1.94,1.03,21.37,18.7,24.91,18.15,5.27,86.5,19 July 2018
2018,7,20,2.04,1.04,22.37,19.11,25.76,19.33,0,83.31,20 July 2018
2018,7,21,1.9,1.07,21.8,19.55,24.39,19.69,15.82,87.94,21 July 2018
2018,7,22,2.67,1.21,22.56,19.26,27.12,18.68,0,83.56,22 July 2018
2018,7,23,1.78,1.02,22.33,20.92,25.69,20.09,10.55,92.62,23 July 2018
2018,7,24,2.13,0.92,23.18,21.44,26.44,20.92,5.27,91,24 July 2018
2018,7,25,1.77,1.2,22.33,20.48,26.52,19.86,5.27,90.56,25 July 2018
2018,7,26,2.22,1.52,22.8,20.36,26.8,19.41,0,87.62,26 July 2018
2018,7,27,1.73,0.96,21.62,20.19,23.9,20.01,5.27,92.69,27 July 2018
2018,7,28,2.61,1.13,22.54,19.52,26.34,19.23,5.27,84.69,28 July 2018
2018,7,29,2.31,0.95,23.04,20.32,27.54,19.12,0,86.5,29 July 2018
2018,7,30,1.66,0.99,22.13,20.23,24.93,19.85,0,90,30 July 2018
2018,7,31,1.37,1.06,21.91,19.03,24.84,19.99,5.27,84.88,31 July 2018
2018,8,1,1.89,0.97,21.83,19.85,25.1,18.92,0,89.81,01 August 2018
2018,8,2,2.46,1.22,22.49,20.11,26.18,19.19,0,87.81,02 August 2018
2018,8,3,2.14,1.05,21.27,18.89,23.85,18.98,5.27,87.56,03 August 2018
2018,8,4,2.51,1.33,21.81,18.52,25.84,17.8,5.27,83.06,04 August 2018
2018,8,5,2.67,1.04,21.83,18.54,26.01,19.33,0,83.69,05 August 2018
2018,8,6,3.19,1.27,23.12,18.94,27.46,19.37,0,79.44,06 August 2018
2018,8,7,1.65,1.09,22.58,20.56,25.9,19.57,5.27,89.31,07 August 2018
2018,8,8,1.52,1.16,21.99,20.52,24.4,19.62,5.27,92.19,08 August 2018
2018,8,9,1.87,1.19,21.65,19.1,24.73,19.75,0,86.56,09 August 2018
2018,8,10,2.31,1.45,22.84,18.83,26.9,19.12,0,80.06,10 August 2018
2018,8,11,2.62,1.25,22.69,19.28,26.35,19.55,0,82.88,11 August 2018
2018,8,12,1.83,1.3,22.93,18.64,27.43,19.23,0,79,12 August 2018
2018,8,13,2.34,0.94,23.05,19.85,25.99,21.19,5.27,83.62,13 August 2018
2018,8,14,1.68,1.09,22.65,21.09,25.85,20.61,5.27,91.81,14 August 2018
2018,8,15,2.72,1.06,22.73,20.52,26.3,20.19,0,88.75,15 August 2018
2018,8,16,2.53,1.13,22.69,19.66,26.17,20.13,0,84.5,16 August 2018
2018,8,17,2.1,1.21,22.64,19.76,25.58,20.4,0,85,17 August 2018
2018,8,18,2.11,1.22,22.8,19.37,26.32,20.3,5.27,82.5,18 August 2018
2018,8,19,2.62,1.52,23.18,19.55,27.95,19.43,0,82.31,19 August 2018
2018,8,20,2.76,1.37,23.48,19.55,27.73,20.13,5.27,80.81,20 August 2018
2018,8,21,1.51,1.09,22.24,20.58,24.76,20.65,10.55,91.5,21 August 2018
2018,8,22,2.8,1.3,22.54,19.57,26.55,19.69,0,85.25,22 August 2018
2018,8,23,1.51,1.39,23.15,19.81,27.27,20.15,10.55,83.31,23 August 2018
2018,8,24,2.84,1.23,22.89,19.98,26.65,19.4,0,85.62,24 August 2018
2018,8,25,2.24,1.03,22.86,20.76,25.73,20.69,5.27,89.25,25 August 2018
2018,8,26,2.23,1.36,22.08,19.55,23.98,20.47,0,86.69,26 August 2018
2018,8,27,2.46,1.4,22.65,17.62,26.96,19.22,0,75.44,27 August 2018
2018,8,28,1.52,1.39,23.09,19.32,27.63,19.58,0,81.25,28 August 2018
2018,8,29,2.31,1.12,23.19,20.52,27.12,20.2,10.55,86.62,29 August 2018
2018,8,30,2.88,1.34,23.41,21.08,27.27,20.47,15.82,88.25,30 August 2018
2018,8,31,2.41,0.97,22.88,20.98,25.75,20.58,5.27,90.12,31 August 2018
2018,9,1,2.92,1.19,23.66,20.91,27.86,20.03,0,86,01 September 2018
